,time,latitude,longitude,mag,id,date,prep_zone,dist,sonde,sonde_lat,sonde_lon
0,16:56:08,46.083,142.719,5.5,usp000ay39,2002-02-09,231.73946499684774,111.6761260904573,WK545,45.39,141.68
0,10:13:01,44.79,147.196,6.2,usp000a6j0,2000-12-22,463.44691973628795,439.2364233084329,WK545,45.39,141.68
0,21:13:02,48.786,142.246,6.8,usp0009xws,2000-08-04,839.4599865193973,379.97697487147235,WK545,45.39,141.68
0,09:43:36,45.68,142.16,4.8,usp0009t07,2000-05-15,115.87773561551262,49.4422218496236,WK545,45.39,141.68
0,04:33:51,45.95,142.373,4.7,usp0009skv,2000-05-08,104.9542428652322,82.4007040322013,WK545,45.39,141.68
0,14:21:07,43.04600000000001,146.83700000000005,6.8,usp0009msf,2000-01-28,839.4599865193973,487.3625139333271,WK545,45.39,141.68
0,20:11:23,41.04600000000001,142.308,6.4,usp000amdw,2001-08-13,564.9369748123029,485.2907881536164,WK545,45.39,141.68
0,00:40:50,44.268,148.393,6.7,usp000afg1,2001-05-25,760.3262769401822,545.1370347441879,WK545,45.39,141.68
0,13:04:11,45.197,141.351,4.6,usp000ab0e,2001-03-06,95.0604793656281,33.55776257031806,WK545,45.39,141.68
0,05:58:22,46.815,144.525,6.1,usp000aadp,2001-02-26,419.7589839910073,271.03889992490383,WK545,45.39,141.68
0,17:52:02,45.78100000000001,141.83100000000005,4.7,usp0009jdf,1999-12-02,104.9542428652322,45.026336152007715,WK545,45.39,141.68
0,17:35:31,45.575,142.656,5.0,usp0009evm,1999-09-22,141.2537544622754,79.02694120809583,WK545,45.39,141.68
0,17:59:22,43.032,143.835,6.2,usp00097v1,1999-05-12,463.44691973628795,313.52205619560897,WK545,45.39,141.68
0,13:10:34,43.607,130.35,7.1,usp00095z9,1999-04-08,1129.7959146727976,921.773886565503,WK545,45.39,141.68
0,06:59:39,41.977,140.66,6.2,usp0005cz6,1992-08-24,463.44691973628795,388.01156136866905,WK545,45.39,141.68
0,08:36:58,39.419,143.33,6.9,usp0005b1c,1992-07-18,926.8298233793495,676.9887510842838,WK545,45.39,141.68
0,11:08:55,41.457,142.031,6.2,usp0005aqu,1992-07-12,463.44691973628795,437.88244615262573,WK545,45.39,141.68
0,09:31:27,44.695,149.482,6.5,usp0005am7,1992-07-10,623.7348354824192,619.2902599432739,WK545,45.39,141.68
0,05:51:03,45.70399999999999,142.263,6.0,usp000596d,1992-06-16,380.1893963205613,57.364714287176916,WK545,45.39,141.68
0,04:49:28,44.96,141.55100000000004,4.5,usp00052h5,1992-02-02,86.09937521846008,48.85210504522045,WK545,45.39,141.68
0,02:44:02,45.313,142.003,4.7,usp000642y,1993-11-23,104.9542428652322,26.718833949197677,WK545,45.39,141.68
0,19:42:41,41.985,139.839,6.5,usp0005y2x,1993-08-07,623.7348354824192,406.3623421976597,WK545,45.39,141.68
0,07:08:02,44.32100000000001,142.041,5.0,usp0005x0d,1993-07-20,141.2537544622754,122.17549733502972,WK545,45.39,141.68
0,16:01:07,42.825,139.28799999999998,6.0,usp0005w1z,1993-07-12,380.1893963205613,343.3343128834106,WK545,45.39,141.68
1,14:45:05,43.124,139.183,6.3,usp0005w1f,1993-07-12,511.6818355403078,321.1537246712835,WK545,45.39,141.68
2,13:17:11,42.851000000000006,139.197,7.7,usp0005w12,1993-07-12,2046.444636724674,345.0578122951914,WK545,45.39,141.68
0,16:01:07,42.825,139.28799999999998,6.0,usp0005w1z,1993-07-12,380.1893963205613,343.3343128834106,WK545,45.39,141.68
1,14:45:05,43.124,139.183,6.3,usp0005w1f,1993-07-12,511.6818355403078,321.1537246712835,WK545,45.39,141.68
2,13:17:11,42.851000000000006,139.197,7.7,usp0005w12,1993-07-12,2046.444636724674,345.0578122951914,WK545,45.39,141.68
0,16:01:07,42.825,139.28799999999998,6.0,usp0005w1z,1993-07-12,380.1893963205613,343.3343128834106,WK545,45.39,141.68
1,14:45:05,43.124,139.183,6.3,usp0005w1f,1993-07-12,511.6818355403078,321.1537246712835,WK545,45.39,141.68
2,13:17:11,42.851000000000006,139.197,7.7,usp0005w12,1993-07-12,2046.444636724674,345.0578122951914,WK545,45.39,141.68
0,13:03:36,51.218,157.829,7.5,usp0005u7b,1993-06-08,1678.8040181225606,1357.9432255034344,WK545,45.39,141.68
0,14:25:38,45.709,141.938,5.6,usp0005mu6,1993-02-09,255.85858869056452,40.77891642447425,WK545,45.39,141.68
0,21:30:50,45.768,142.162,5.3,usp0005m6u,1993-01-24,190.10782799232996,56.39339065774107,WK545,45.39,141.68
0,11:06:05,43.3,143.691,7.6,usp0005ktj,1993-01-15,1853.5316234148106,282.20004435170273,WK545,45.39,141.68
1,11:06:01,42.982,144.165,6.1,usp0005kth,1993-01-15,419.7589839910073,333.2326295499997,WK545,45.39,141.68
0,11:06:05,43.3,143.691,7.6,usp0005ktj,1993-01-15,1853.5316234148106,282.20004435170273,WK545,45.39,141.68
1,11:06:01,42.982,144.165,6.1,usp0005kth,1993-01-15,419.7589839910073,333.2326295499997,WK545,45.39,141.68
0,05:10:00,45.749,149.167,6.7,usp0006m6j,1994-10-16,760.3262769401822,585.5938311128572,WK545,45.39,141.68
0,07:55:39,43.905,147.916,7.3,usp0006ku9,1994-10-09,1377.2094688939458,521.3261887564261,WK545,45.39,141.68
0,15:20:50,45.42100000000001,142.192,5.0,usp0006kee,1994-10-04,141.2537544622754,40.23154231016256,WK545,45.39,141.68
1,13:22:55,43.773,147.321,8.3,usp0006kdp,1994-10-04,3706.8072178257635,482.55569481598076,WK545,45.39,141.68
0,15:20:50,45.42100000000001,142.192,5.0,usp0006kee,1994-10-04,141.2537544622754,40.23154231016256,WK545,45.39,141.68
1,13:22:55,43.773,147.321,8.3,usp0006kdp,1994-10-04,3706.8072178257635,482.55569481598076,WK545,45.39,141.68
0,04:37:18,45.019,141.70600000000005,4.5,usp0006jug,1994-09-22,86.09937521846008,41.28194109230415,WK545,45.39,141.68
0,09:07:25,43.719,146.013,6.2,usp0006hr0,1994-08-31,463.44691973628795,391.08546717373406,WK545,45.39,141.68
0,18:37:20,44.783,150.061,6.6,usp0006hm5,1994-08-28,688.6522963442756,662.9535501683835,WK545,45.39,141.68
0,04:42:57,44.767,150.158,6.6,usp0006h3e,1994-08-18,688.6522963442756,670.8137661036378,WK545,45.39,141.68
0,18:36:31,42.34,132.865,7.3,usp0006fyv,1994-07-21,1377.2094688939458,784.8943478265015,WK545,45.39,141.68
0,18:30:02,45.719,141.96200000000005,4.7,usp0006bsh,1994-04-28,104.9542428652322,42.683838646371576,WK545,45.39,141.68
0,01:10:40,40.608,143.683,6.4,usp0006at4,1994-04-08,564.9369748123029,555.7347167337988,WK545,45.39,141.68
0,18:01:08,44.663,149.3,7.9,usp000782n,1995-12-03,2494.594726942956,605.7105477704741,WK545,45.39,141.68
0,17:13:18,44.505,149.237,6.6,usp00077yv,1995-12-02,688.6522963442756,604.2081271672075,WK545,45.39,141.68
0,15:09:22,44.277,145.619,6.0,usp00077tt,1995-11-30,380.1893963205613,335.0885487871753,WK545,45.39,141.68
0,17:24:11,44.537,149.10299999999995,6.6,usp00077e6,1995-11-24,688.6522963442756,593.0503698386362,WK545,45.39,141.68
0,01:23:54,45.88399999999999,142.282,4.6,usp00071e6,1995-08-04,95.0604793656281,72.23290799732274,WK545,45.39,141.68
0,06:48:53,45.925,142.47,4.5,usp00070as,1995-07-08,86.09937521846008,85.59673029474588,WK545,45.39,141.68
0,13:03:52,52.629,142.827,7.1,usp0006y50,1995-05-27,1129.7959146727976,809.3796423527562,WK545,45.39,141.68
0,10:01:28,43.655,141.736,5.6,usp0006xw8,1995-05-23,255.85858869056452,192.84882779159716,WK545,45.39,141.68
0,16:30:00,44.072,148.004,6.9,usp0006wgc,1995-04-28,926.8298233793495,521.7642017991134,WK545,45.39,141.68
0,23:28:06,45.928,151.283,6.8,usp0006vua,1995-04-17,839.4599865193973,750.3627693663885,WK545,45.39,141.68
0,05:22:22,46.121,143.484,5.7,usp0006u0a,1995-03-10,282.48799749157075,162.17177203358517,WK545,45.39,141.68
0,02:02:23,45.437,142.533,4.5,usp0006tv9,1995-03-06,86.09937521846008,66.9745290740355,WK545,45.39,141.68
0,08:47:29,43.377,146.72,6.3,usp0006rpc,1995-01-21,511.6818355403078,459.590003982221,WK545,45.39,141.68
0,22:37:34,40.246,142.175,7.0,usp0006qyz,1995-01-06,1023.2929922807537,572.8717703644172,WK545,45.39,141.68
0,06:59:55,40.701,143.549,6.5,usp0006qpv,1995-01-01,623.7348354824192,542.6780125478596,WK545,45.39,141.68
0,11:26:54,54.841,162.035,7.8,usp0008btk,1997-12-05,2259.435770220978,1784.9436568673716,WK545,45.39,141.68
0,07:05:16,43.813,145.019,6.1,usp0008aq4,1997-11-15,419.7589839910073,317.73325757831464,WK545,45.39,141.68
0,05:53:35,45.107,141.697,4.8,usp000835e,1997-06-05,115.87773561551262,31.47996972714472,WK545,45.39,141.68
0,14:53:27,43.207,138.92,6.5,usp0007uuh,1996-12-22,623.7348354824192,327.6066703149654,WK545,45.39,141.68
0,21:36:46,45.324,149.892,7.2,usp0007chh,1996-02-07,1247.3835142429432,643.219355657591,WK545,45.39,141.68
0,07:18:04,44.853,146.273,6.2,usp0007c3b,1996-02-01,463.44691973628795,366.2187579063449,WK545,45.39,141.68
0,02:32:43,45.659,142.695,4.7,usp000ccgp,2003-11-10,104.9542428652322,92.45622798233117,WK546,45.16,141.75
0,01:06:28,37.812,142.619,7.0,usp000cbpa,2003-10-31,1023.2929922807537,819.3004640688266,WK546,45.16,141.75
0,09:06:55,42.648,144.57,6.7,usp000c9x7,2003-10-08,760.3262769401822,359.4285693148071,WK546,45.16,141.75
0,02:36:53,42.45,144.38,6.5,usp000c90r,2003-09-29,623.7348354824192,367.98968767930245,WK546,45.16,141.75
0,04:44:17,46.26600000000001,143.035,5.2,usp000c8nw,2003-09-26,172.18685749860077,158.49393041984283,WK546,45.16,141.75
0,21:08:00,41.774,143.593,7.4,usp000c8mb,2003-09-25,1520.5475297324954,404.6437047141197,WK546,45.16,141.75
1,19:50:06,41.815,143.91,8.16,official20030925195006360_27,2003-09-25,3227.007687515532,410.62234223952373,WK546,45.16,141.75
0,21:08:00,41.774,143.593,7.4,usp000c8mb,2003-09-25,1520.5475297324954,404.6437047141197,WK546,45.16,141.75
1,19:50:06,41.815,143.91,8.16,official20030925195006360_27,2003-09-25,3227.007687515532,410.62234223952373,WK546,45.16,141.75
0,12:30:59,45.62600000000001,142.246,4.6,usp000c6j8,2003-09-02,95.0604793656281,64.73634594231724,WK546,45.16,141.75
0,06:25:31,47.151,139.248,6.8,usp000c3fr,2003-07-27,839.4599865193973,293.7879883841333,WK546,45.16,141.75
0,09:24:33,38.849,141.56799999999996,7.0,usp000by66,2003-05-26,1023.2929922807537,701.1464221845961,WK546,45.16,141.75
0,05:01:40,44.149,141.799,5.9,usp000br06,2003-02-19,344.3499307633384,112.41460395998195,WK546,45.16,141.75
0,06:37:08,46.1712,142.1756,5.2,us10008jyr,2017-04-23,172.18685749860077,117.1806890286164,WK546,45.16,141.75
0,08:22:49,44.9257,141.9268,4.7,us10007c8l,2016-11-25,104.9542428652322,29.530203252528302,WK546,45.16,141.75
0,20:59:49,37.3931,141.387,6.9,us10007b88,2016-11-21,926.8298233793495,863.1212355322568,WK546,45.16,141.75
0,03:25:33,41.9723,142.781,6.7,us10004ebx,2016-01-14,760.3262769401822,363.8188807322502,WK546,45.16,141.75
0,17:08:03,44.4761,141.0867,6.2,us10004djn,2016-01-11,463.44691973628795,92.34963141280623,WK546,45.16,141.75
0,04:53:53,47.824,146.209,7.3,usp000bhv1,2002-11-17,1377.2094688939458,452.5095123300164,WK546,45.16,141.75
0,18:40:53,43.11,146.118,6.1,usp000baj8,2002-08-24,419.7589839910073,417.1205133156318,WK546,45.16,141.75
0,17:19:30,43.752,130.666,7.3,usp000b73z,2002-06-28,1377.2094688939458,895.1847917280943,WK546,45.16,141.75
0,18:05:48,44.648,141.33100000000005,4.6,usp000b278,2002-04-11,95.0604793656281,65.82162055582509,WK546,45.16,141.75
0,16:56:08,46.083,142.719,5.5,usp000ay39,2002-02-09,231.73946499684774,127.41434929218293,WK546,45.16,141.75
0,06:03:41,44.6793,141.9609,4.6,usb000mywr,2014-03-01,95.0604793656281,55.95543459100797,WK546,45.16,141.75
0,23:12:38,45.8557,142.6052,4.8,usc000muyp,2014-02-20,115.87773561551262,102.1996102054339,WK546,45.16,141.75
0,20:11:23,41.04600000000001,142.308,6.4,usp000amdw,2001-08-13,564.9369748123029,459.29210362691185,WK546,45.16,141.75
0,00:40:50,44.268,148.393,6.7,usp000afg1,2001-05-25,760.3262769401822,535.4665234521898,WK546,45.16,141.75
0,13:04:11,45.197,141.351,4.6,usp000ab0e,2001-03-06,95.0604793656281,31.630440556338772,WK546,45.16,141.75
0,05:58:22,46.815,144.525,6.1,usp000aadp,2001-02-26,419.7589839910073,282.93126721888217,WK546,45.16,141.75
0,06:01:08,41.5615,142.0308,6.1,us20002mvq,2015-06-08,419.7589839910073,400.4392827027012,WK546,45.16,141.75
0,11:23:02,27.8386,140.4931,7.8,us20002ki3,2015-05-30,2259.435770220978,1925.3989511002098,WK546,45.16,141.75
0,21:12:58,38.9056,142.0317,6.8,us20002et4,2015-05-12,839.4599865193973,695.0916987801127,WK546,45.16,141.75
0,14:31:40,45.7177,142.1055,5.0,us200028jz,2015-04-23,141.2537544622754,67.93784796299782,WK546,45.16,141.75
0,23:06:28,39.8558,142.8808,6.7,usb000tpvj,2015-02-16,760.3262769401822,596.4741754680698,WK546,45.16,141.75
0,10:25:34,41.898,142.639,6.2,usp000jbb8,2011-11-24,463.44691973628795,369.4675860271761,WK546,45.16,141.75
0,08:02:37,43.892,142.47899999999996,6.1,usp000j9mz,2011-10-21,419.7589839910073,152.35336234068467,WK546,45.16,141.75
0,19:26:40,40.273,142.779,6.7,usp000j84y,2011-09-16,760.3262769401822,549.3741274475136,WK546,45.16,141.75
0,19:10:10,45.885,142.471,5.1,usp000j6pk,2011-08-19,155.95525028269523,98.31390147491081,WK546,45.16,141.75
0,00:57:10,38.034,143.264,7.0,usp000j4gp,2011-07-10,1023.2929922807537,801.4125293049846,WK546,45.16,141.75
0,21:50:52,39.955,142.205,6.7,usp000j3k6,2011-06-22,760.3262769401822,579.3964440883965,WK546,45.16,141.75
0,14:32:43,38.276,141.588,7.1,usp000hzf6,2011-04-07,1129.7959146727976,764.7102947926286,WK546,45.16,141.75
0,11:36:40,39.241,142.463,6.6,usp000hvuu,2011-03-11,688.6522963442756,660.090177137603,WK546,45.16,141.75
1,06:25:50,38.058,144.59,7.7,usp000hvpg,2011-03-11,2046.444636724674,823.3977493865448,WK546,45.16,141.75
2,06:15:40,36.281,141.111,7.9,usp000hvpa,2011-03-11,2494.594726942956,987.4702578280262,WK546,45.16,141.75
3,06:08:29,38.969,143.37,6.7,usp000hvp5,2011-03-11,760.3262769401822,700.5697085171876,WK546,45.16,141.75
4,05:46:24,38.297,142.373,9.1,official20110311054624120_30,2011-03-11,8184.647881347895,764.014150255158,WK546,45.16,141.75
0,11:36:40,39.241,142.463,6.6,usp000hvuu,2011-03-11,688.6522963442756,660.090177137603,WK546,45.16,141.75
1,06:25:50,38.058,144.59,7.7,usp000hvpg,2011-03-11,2046.444636724674,823.3977493865448,WK546,45.16,141.75
2,06:15:40,36.281,141.111,7.9,usp000hvpa,2011-03-11,2494.594726942956,987.4702578280262,WK546,45.16,141.75
3,06:08:29,38.969,143.37,6.7,usp000hvp5,2011-03-11,760.3262769401822,700.5697085171876,WK546,45.16,141.75
4,05:46:24,38.297,142.373,9.1,official20110311054624120_30,2011-03-11,8184.647881347895,764.014150255158,WK546,45.16,141.75
0,11:36:40,39.241,142.463,6.6,usp000hvuu,2011-03-11,688.6522963442756,660.090177137603,WK546,45.16,141.75
1,06:25:50,38.058,144.59,7.7,usp000hvpg,2011-03-11,2046.444636724674,823.3977493865448,WK546,45.16,141.75
2,06:15:40,36.281,141.111,7.9,usp000hvpa,2011-03-11,2494.594726942956,987.4702578280262,WK546,45.16,141.75
3,06:08:29,38.969,143.37,6.7,usp000hvp5,2011-03-11,760.3262769401822,700.5697085171876,WK546,45.16,141.75
4,05:46:24,38.297,142.373,9.1,official20110311054624120_30,2011-03-11,8184.647881347895,764.014150255158,WK546,45.16,141.75
0,11:36:40,39.241,142.463,6.6,usp000hvuu,2011-03-11,688.6522963442756,660.090177137603,WK546,45.16,141.75
1,06:25:50,38.058,144.59,7.7,usp000hvpg,2011-03-11,2046.444636724674,823.3977493865448,WK546,45.16,141.75
2,06:15:40,36.281,141.111,7.9,usp000hvpa,2011-03-11,2494.594726942956,987.4702578280262,WK546,45.16,141.75
3,06:08:29,38.969,143.37,6.7,usp000hvp5,2011-03-11,760.3262769401822,700.5697085171876,WK546,45.16,141.75
4,05:46:24,38.297,142.373,9.1,official20110311054624120_30,2011-03-11,8184.647881347895,764.014150255158,WK546,45.16,141.75
0,11:36:40,39.241,142.463,6.6,usp000hvuu,2011-03-11,688.6522963442756,660.090177137603,WK546,45.16,141.75
1,06:25:50,38.058,144.59,7.7,usp000hvpg,2011-03-11,2046.444636724674,823.3977493865448,WK546,45.16,141.75
2,06:15:40,36.281,141.111,7.9,usp000hvpa,2011-03-11,2494.594726942956,987.4702578280262,WK546,45.16,141.75
3,06:08:29,38.969,143.37,6.7,usp000hvp5,2011-03-11,760.3262769401822,700.5697085171876,WK546,45.16,141.75
4,05:46:24,38.297,142.373,9.1,official20110311054624120_30,2011-03-11,8184.647881347895,764.014150255158,WK546,45.16,141.75
0,02:45:20,38.435,142.842,7.3,usp000hvhj,2011-03-09,1377.2094688939458,752.4147330673413,WK546,45.16,141.75
0,21:38:51,38.107,144.89600000000004,7.0,usp000e462,2005-11-14,1023.2929922807537,825.8660129215285,WK546,45.16,141.75
0,02:25:08,43.892,146.145,6.1,usp000dzum,2005-09-21,419.7589839910073,376.65523887564734,WK546,45.16,141.75
0,02:46:28,38.276,142.039,7.2,usp000dxe2,2005-08-16,1247.3835142429432,764.9685281667727,WK546,45.16,141.75
0,14:09:06,42.94600000000001,144.866,6.3,usp000ddpx,2005-01-18,511.6818355403078,350.473090930652,WK546,45.16,141.75
0,05:56:10,44.119,141.793,5.8,usp000danq,2004-12-14,311.8889584093935,115.73113813725392,WK546,45.16,141.75
0,14:15:11,42.9,145.22799999999995,6.8,usp000da6m,2004-12-06,839.4599865193973,375.16326333884314,WK546,45.16,141.75
0,18:32:14,43.006,145.119,7.0,usp000d9h1,2004-11-28,1023.2929922807537,360.62826460348595,WK546,45.16,141.75
0,10:02:47,42.139,144.344,6.1,usp000d84n,2004-11-11,419.7589839910073,395.4938948584636,WK546,45.16,141.75
0,02:02:26,47.948,144.477,6.2,usp000d7ut,2004-11-07,463.44691973628795,373.8200966164527,WK546,45.16,141.75
0,14:57:18,33.184,137.071,7.4,usp000d3mb,2004-09-05,1520.5475297324954,1389.0381899419988,WK546,45.16,141.75
0,18:06:12,42.918,144.836,6.1,usp000cs8z,2004-04-11,419.7589839910073,351.00658198022603,WK546,45.16,141.75
0,13:50:40,44.34,141.179,4.7,usp000hjpy,2010-08-24,104.9542428652322,101.7251884931164,WK546,45.16,141.75
0,08:21:53,44.591,141.29399999999995,4.9,usp000hfur,2010-07-19,127.93813041575252,72.77785227927586,WK546,45.16,141.75
0,11:14:13,46.592,153.266,8.3,usp000exfn,2006-11-15,3706.8072178257635,907.2542755166339,WK546,45.16,141.75
0,15:20:35,46.542,141.908,5.6,usp000er5z,2006-08-17,255.85858869056452,154.09643744555117,WK546,45.16,141.75
0,08:18:23,37.89,143.94899999999996,7.3,usp000jwjn,2012-12-07,1377.2094688939458,827.9414854930575,WK546,45.16,141.75
0,09:37:00,46.078,141.915,5.1,usp000jsqd,2012-09-22,155.95525028269523,102.8383681674515,WK546,45.16,141.75
0,14:16:17,42.419,142.91299999999995,5.9,usp000jqqj,2012-08-25,344.3499307633384,318.59902118579873,WK546,45.16,141.75
0,02:59:38,49.8,145.064,7.7,usp000jq9h,2012-08-14,2046.444636724674,573.0219474904611,WK546,45.16,141.75
0,21:49:50,44.915,142.088,4.5,usp000jp22,2012-07-15,86.09937521846008,38.08723774109238,WK546,45.16,141.75
1,14:08:08,44.833,142.10399999999996,4.5,usp000jp1m,2012-07-15,86.09937521846008,45.82306402007938,WK546,45.16,141.75
0,21:49:50,44.915,142.088,4.5,usp000jp22,2012-07-15,86.09937521846008,38.08723774109238,WK546,45.16,141.75
1,14:08:08,44.833,142.10399999999996,4.5,usp000jp1m,2012-07-15,86.09937521846008,45.82306402007938,WK546,45.16,141.75
0,09:08:35,40.887,144.944,6.9,usp000jg7e,2012-03-14,926.8298233793495,541.2926863378806,WK546,45.16,141.75
0,13:30:04,45.559,142.219,5.0,usp000jen0,2012-02-07,141.2537544622754,57.591267365953655,WK546,45.16,141.75
0,03:23:54,45.8689,141.7258,5.1,usb000l5y7,2013-11-25,155.95525028269523,78.81113104032117,WK546,45.16,141.75
0,17:10:19,37.1557,144.6611,7.1,usc000kn4n,2013-10-25,1129.7959146727976,921.7278402377418,WK546,45.16,141.75
0,05:44:48,54.892,153.221,8.3,usb000h4jh,2013-05-24,3706.8072178257635,1355.546055432568,WK546,45.16,141.75
0,14:51:48,45.135,142.83700000000005,5.1,usb000h0wc,2013-05-21,155.95525028269523,85.53081642635784,WK546,45.16,141.75
0,03:05:52,46.221,150.78799999999995,7.2,usb000gbf8,2013-04-19,1247.3835142429432,713.404544249978,WK546,45.16,141.75
0,01:25:46,45.427,142.605,4.9,usb000ftfz,2013-03-27,127.93813041575252,73.33963935496648,WK546,45.16,141.75
0,14:17:35,42.77,143.092,6.9,usc000f03a,2013-02-02,926.8298233793495,286.55360859370535,WK546,45.16,141.75
0,13:29:22,44.482,140.959,5.4,usp000jyq9,2013-01-22,209.89398836235245,97.93172672160877,WK546,45.16,141.75
0,11:14:17,44.938,141.75799999999995,4.6,usp000jxsd,2013-01-03,95.0604793656281,24.679515569381355,WK546,45.16,141.75
0,04:13:34,46.877,141.746,5.5,usp000fjn2,2007-08-14,231.73946499684774,190.847681795543,WK546,45.16,141.75
0,10:37:31,46.62600000000001,141.77100000000004,5.5,usp000fhpr,2007-08-02,231.73946499684774,162.95291559509562,WK546,45.16,141.75
1,05:22:17,46.714,141.722,5.8,usp000fhnq,2007-08-02,311.8889584093935,172.74087866490729,WK546,45.16,141.75
2,05:02:19,46.175,141.83700000000005,4.8,usp000fhnn,2007-08-02,115.87773561551262,113.01550068409617,WK546,45.16,141.75
3,02:37:42,47.11600000000001,141.798,6.2,usp000fhn0,2007-08-02,463.44691973628795,217.44886622676964,WK546,45.16,141.75
0,10:37:31,46.62600000000001,141.77100000000004,5.5,usp000fhpr,2007-08-02,231.73946499684774,162.95291559509562,WK546,45.16,141.75
1,05:22:17,46.714,141.722,5.8,usp000fhnq,2007-08-02,311.8889584093935,172.74087866490729,WK546,45.16,141.75
2,05:02:19,46.175,141.83700000000005,4.8,usp000fhnn,2007-08-02,115.87773561551262,113.01550068409617,WK546,45.16,141.75
3,02:37:42,47.11600000000001,141.798,6.2,usp000fhn0,2007-08-02,463.44691973628795,217.44886622676964,WK546,45.16,141.75
0,10:37:31,46.62600000000001,141.77100000000004,5.5,usp000fhpr,2007-08-02,231.73946499684774,162.95291559509562,WK546,45.16,141.75
1,05:22:17,46.714,141.722,5.8,usp000fhnq,2007-08-02,311.8889584093935,172.74087866490729,WK546,45.16,141.75
2,05:02:19,46.175,141.83700000000005,4.8,usp000fhnn,2007-08-02,115.87773561551262,113.01550068409617,WK546,45.16,141.75
3,02:37:42,47.11600000000001,141.798,6.2,usp000fhn0,2007-08-02,463.44691973628795,217.44886622676964,WK546,45.16,141.75
0,10:37:31,46.62600000000001,141.77100000000004,5.5,usp000fhpr,2007-08-02,231.73946499684774,162.95291559509562,WK546,45.16,141.75
1,05:22:17,46.714,141.722,5.8,usp000fhnq,2007-08-02,311.8889584093935,172.74087866490729,WK546,45.16,141.75
2,05:02:19,46.175,141.83700000000005,4.8,usp000fhnn,2007-08-02,115.87773561551262,113.01550068409617,WK546,45.16,141.75
3,02:37:42,47.11600000000001,141.798,6.2,usp000fhn0,2007-08-02,463.44691973628795,217.44886622676964,WK546,45.16,141.75
0,04:12:07,43.663,144.734,5.8,usp000ff73,2007-07-01,311.8889584093935,290.0723527115824,WK546,45.16,141.75
0,09:15:36,44.69600000000001,141.134,4.8,usp000f7s5,2007-03-29,115.87773561551262,70.87844303663336,WK546,45.16,141.75
0,04:23:21,46.243,154.524,8.1,usp000f2ab,2007-01-13,3040.8850256762767,1000.9683198805261,WK546,45.16,141.75
0,04:16:22,45.679,142.387,5.0,usp000h496,2009-11-21,141.2537544622754,76.24216988655968,WK546,45.16,141.75
0,03:30:33,41.824,143.445,6.4,usp000gxvt,2009-06-05,564.9369748123029,395.15730545416505,WK546,45.16,141.75
0,04:23:33,46.049,151.548,6.9,usp000gvv4,2009-04-07,926.8298233793495,770.2308251493313,WK546,45.16,141.75
0,17:49:39,46.857,155.154,7.4,usp000gsmz,2009-01-15,1520.5475297324954,1053.7892928749998,WK546,45.16,141.75
0,09:02:58,54.203,154.322,7.3,usp000gpbs,2008-11-24,1377.2094688939458,1350.5648873115708,WK546,45.16,141.75
0,09:30:00,46.158,143.56,5.4,usp000gh9a,2008-09-18,209.89398836235245,179.44592996005153,WK546,45.16,141.75
0,00:20:50,41.892,143.754,6.8,usp000ggu8,2008-09-11,839.4599865193973,397.5539281997077,WK546,45.16,141.75
